Tabla,PaginaPDF,EdadMinMeses,EdadMaxMeses,Area,Subarea,PDTexto,PDMin,PDMax,LimiteSuperiorAbierto,Percentil,EstadoRevision,ConfianzaExtraccion,HojaFuente,CeldaFuente,TextoFuente,IncidenciaOCR
N-3,4,0,5,Personal-Social,Autoconcepto,6+,6,,1,96,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Autoconcepto,5,5,5,0,94,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Autoconcepto,4,4,4,0,82,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Autoconcepto,3,3,3,0,74,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Autoconcepto,2,2,2,0,26,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Autoconcepto,1,1,1,0,20,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Autoconcepto,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,8+,8,,1,94,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,7,7,7,0,86,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,6,6,6,0,42,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,5,5,5,0,22,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,4,4,4,0,16,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,3,3,3,0,14,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,2,2,2,0,6,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,1,1,1,0,4,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Expresión de sentimientos/afecto,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,18+,18,,1,98,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,17,17,17,0,88,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,16,16,16,0,86,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,15,15,15,0,80,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,14,14,14,0,66,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,13,13,13,0,64,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,12,12,12,0,56,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,11,11,11,0,52,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,10,10,10,0,38,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,9,9,9,0,34,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,8,8,8,0,32,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,7,7,7,0,24,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,6,6,6,0,12,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,5,5,5,0,10,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,4,4,4,0,8,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,3,3,3,0,6,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,2,2,2,0,2,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Interacción con el adulto,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,28+,28,,1,94,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,26-27,26,27,0,86,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,25,25,25,0,84,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,24,24,24,0,80,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,23,23,23,0,71,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,22,22,22,0,65,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,21,21,21,0,61,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,20,20,20,0,51,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,19,19,19,0,49,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,18,18,18,0,43,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,17,17,17,0,41,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,16,16,16,0,39,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,15,15,15,0,35,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,14,14,14,0,29,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,13,13,13,0,18,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,12,12,12,0,16,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,11,11,11,0,14,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,9-10,9,10,0,12,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,7-8,7,8,0,10,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,6,6,6,0,6,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,3-5,3,5,0,4,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,2,2,2,0,2,REVISADO VISUALMENTE,,,,,
N-3,4,0,5,Personal-Social,Puntuación total,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,16+,16,,1,98,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,15,15,15,0,96,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,14,14,14,0,94,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,13,13,13,0,88,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,12,12,12,0,74,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,11,11,11,0,70,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,10,10,10,0,58,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,9,9,9,0,48,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,8,8,8,0,42,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,7,7,7,0,40,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,6,6,6,0,26,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,5,5,5,0,22,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,4,4,4,0,16,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,3,3,3,0,10,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,2,2,2,0,6,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,1,1,1,0,2,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Atención,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,12+,12,,1,98,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,9-11,9,11,0,96,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,8,8,8,0,94,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,7,7,7,0,92,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,6,6,6,0,84,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,5,5,5,0,80,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,4,4,4,0,63,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,3,3,3,0,51,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,2,2,2,0,8,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,1,1,1,0,6,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Comida,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,24+,24,,1,98,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,21-23,21,23,0,96,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,20,20,20,0,90,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,19,19,19,0,88,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,17-18,17,18,0,84,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,16,16,16,0,78,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,15,15,15,0,74,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,14,14,14,0,61,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,13,13,13,0,57,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,12,12,12,0,47,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,11,11,11,0,41,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,10,10,10,0,39,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,9,9,9,0,37,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,8,8,8,0,24,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,7,7,7,0,22,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,6,6,6,0,18,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,5,5,5,0,10,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,4,4,4,0,6,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,3,3,3,0,4,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,2,2,2,0,2,REVISADO VISUALMENTE,,,,,
N-4,4,0,5,Adaptativa,Puntuación total,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,10+,10,,1,92,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,8-9,8,9,0,79,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,7,7,7,0,73,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,6,6,6,0,27,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,5,5,5,0,17,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,4,4,4,0,10,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,3,3,3,0,6,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,2,2,2,0,2,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Control muscular,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,6+,6,,1,98,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,5,5,5,0,96,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,4,4,4,0,45,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,3,3,3,0,41,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,2,2,2,0,20,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,1,1,1,0,12,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Coordinación corporal,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,8+,8,,1,96,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,7,7,7,0,94,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,6,6,6,0,54,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,5,5,5,0,46,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,4,4,4,0,38,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,3,3,3,0,34,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,2,2,2,0,10,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,1,1,1,0,6,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora fina,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,14+,14,,1,89,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,13,13,13,0,81,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,12,12,12,0,68,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,11,11,11,0,57,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,10,10,10,0,40,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,8-9,8,9,0,24,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,7,7,7,0,16,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,6,6,6,0,11,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,5,5,5,0,8,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,3-4,3,4,0,5,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,2,2,2,0,3,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motora gruesa,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,6+,6,,1,96,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,5,5,5,0,94,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,4,4,4,0,50,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,3,3,3,0,36,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,2,2,2,0,10,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,1,1,1,0,6,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Motricidad fina,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,20+,20,,1,89,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,19,19,19,0,84,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,18,18,18,0,70,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,17,17,17,0,62,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,16,16,16,0,49,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,15,15,15,0,43,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,14,14,14,0,38,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,13,13,13,0,35,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,10-12,10,12,0,22,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,9,9,9,0,16,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,8,8,8,0,14,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,7,7,7,0,11,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,6,6,6,0,8,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,4-5,4,5,0,5,REVISADO VISUALMENTE,,,,,
N-5,5,0,5,Motora,Puntuación total,0-3,0,3,0,1,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,11+,11,,1,98,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,10,10,10,0,96,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,9,9,9,0,94,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,8,8,8,0,92,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,7,7,7,0,88,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,6,6,6,0,86,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,5,5,5,0,84,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,4,4,4,0,48,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,3,3,3,0,36,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,2,2,2,0,18,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,1,1,1,0,12,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Expresiva,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,18+,18,,1,98,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,16-17,16,17,0,96,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,15,15,15,0,94,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,14,14,14,0,88,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,13,13,13,0,85,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,11-12,11,12,0,77,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,10,10,10,0,58,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,9,9,9,0,50,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,8,8,8,0,35,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,7,7,7,0,33,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,6,6,6,0,23,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,5,5,5,0,21,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,4,4,4,0,12,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,3,3,3,0,10,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,2,2,2,0,2,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Puntuación total,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,10+,10,,1,98,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,8-9,8,9,0,92,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,7,7,7,0,75,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,6,6,6,0,50,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,5,5,5,0,40,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,4,4,4,0,19,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,2-3,2,3,0,6,REVISADO VISUALMENTE,,,,,
N-6,6,0,5,Comunicación,Receptiva,0-1,0,1,0,1,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,8+,8,,1,92,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,6-7,6,7,0,61,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,5,5,5,0,51,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,4,4,4,0,39,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,3,3,3,0,31,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,2,2,2,0,6,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,1,1,1,0,2,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Discriminación perceptiva,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,7+,7,,1,96,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,6,6,6,0,92,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,4-5,4,5,0,74,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,3,3,3,0,62,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,2,2,2,0,48,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,1,1,1,0,40,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Memoria,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,15+,15,,1,96,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,14,14,14,0,94,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,12-13,12,13,0,90,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,10-11,10,11,0,80,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,9,9,9,0,65,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,8,8,8,0,61,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,7,7,7,0,55,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,6,6,6,0,45,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,5,5,5,0,37,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,4,4,4,0,35,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,3,3,3,0,26,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,2,2,2,0,4,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,1,1,1,0,2,REVISADO VISUALMENTE,,,,,
N-7,6,0,5,Cognitiva,Puntuación total,0,0,0,0,1,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Autoconcepto,8+,8,,1,98,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Autoconcepto,7,7,7,0,91,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Autoconcepto,6,6,6,0,78,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Autoconcepto,5,5,5,0,53,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Autoconcepto,4,4,4,0,11,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Autoconcepto,0-3,0,3,0,1,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,13+,13,,1,95,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,12,12,12,0,90,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,11,11,11,0,88,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,10,10,10,0,73,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,9,9,9,0,71,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,8,8,8,0,46,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,7,7,7,0,39,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,6,6,6,0,2,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Expresión de sentimientos/afecto,0-5,0,5,0,1,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,22+,22,,1,92,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,21,21,21,0,85,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,20,20,20,0,75,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,19,19,19,0,60,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,18,18,18,0,35,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,17,17,17,0,25,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,16,16,16,0,17,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,15,15,15,0,10,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,14,14,14,0,6,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,12-13,12,13,0,4,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,8-11,8,11,0,2,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Interacción con el adulto,0-7,0,7,0,1,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Puntuación total,41+,41,,1,97,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Puntuación total,39-40,39,40,0,92,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Puntuación total,38,38,38,0,87,REVISADO VISUALMENTE,,,,,
N-8,7,6,11,Personal-Social,Puntuación total,36-37,36,37,0,79,REVISADO VISUALMENTE,,,,,
