Tabla,PaginaPDF,EdadMinMeses,EdadMaxMeses,Area,Subarea,PDTexto,PDMin,PDMax,LimiteSuperiorAbierto,Percentil,EstadoRevision,ConfianzaExtraccion,HojaFuente,CeldaFuente,TextoFuente,IncidenciaOCR
N-31,,,,,,34,34,34,False,74,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A595,34 74,
N-31,,,,,,74,74,74,False,43,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H595,74 43,
N-31,,,,,,43,43,43,False,68,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M595,43 68,
N-31,,,,,,68,68,68,False,79,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T595,68 79,
N-31,,,,,,79,79,79,False,77,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA595,79 77,
N-31,,,,,,0-9,0,9,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BK595,0-9 1,
N-31,,,,,,1,1,1,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BQ595,1 11,
N-31,,,,,,11,11,11,False,64,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY595,11 64,
N-31,,,,,,64,64,64,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD595,64 15,
N-31,,,,,,15,15,15,False,71,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ595,15 71,
N-31,,,,,,62-63,62,63,False,75,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV595,62-63 75,
N-18,,,,,,32-33,32,33,False,72,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A596,32-33 72,
N-18,,,,,,72,72,72,False,42,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H596,72 42,
N-18,,,,,,42,42,42,False,65,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M596,42 65,
N-18,,,,,,75,75,75,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH596,75 10,
N-18,,,,,,10,10,10,False,60,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY596,10 60,
N-18,,,,,,60,60,60,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD596,60 14,
N-18,,,,,,14,14,14,False,66,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ596,14 66,
N-18,,,,,,66,66,66,False,61,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP596,66 61,
N-18,,,,,,61,61,61,False,72,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV596,61 72,
N-18,,,,,,31,31,31,False,71,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A597,31 71,
N-18,,,,,,71,71,71,False,41,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H597,71 41,
N-18,,,,,,41,41,41,False,64,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M597,41 64,
N-18,,,,,,74-76,74,76,False,72,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA597,74-76 72,
N-18,,,,,,72,72,72,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH597,72 9,
N-18,,,,,,9,9,9,False,56,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY597,9 56,
N-18,,,,,,56,56,56,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD597,56 13,
N-18,,,,,,13,13,13,False,65,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ597,13 65,
N-18,,,,,,65,65,65,False,60,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP597,65 60,
N-18,,,,,,30,30,30,False,60,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A599,30 60,
N-18,,,,,,60,60,60,False,40,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H599,60 40,
N-18,,,,,,40,40,40,False,62,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M599,40 62,
N-18,,,,,,62,62,62,False,73,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T599,62 73,
N-18,,,,,,73,73,73,False,69,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA599,73 69,
N-18,,,,,,69,69,69,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH599,69 8,
N-18,,,,,,8,8,8,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY599,8 37,
N-18,,,,,,37,37,37,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD599,37 12,
N-18,,,,,,12,12,12,False,61,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ599,12 61,
N-18,,,,,,61,61,61,False,59,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP599,61 59,
N-18,,,,,,59,59,59,False,69,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV599,59 69,
N-18,,,,,,29,29,29,False,48,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A600,29 48,
N-18,,,,,,38-39,38,39,False,58,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M600,38-39 58,
N-18,,,,,,58,58,58,False,72,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T600,58 72,
N-18,,,,,,72,72,72,False,65,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA600,72 65,
N-18,,,,,,65,65,65,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH600,65 7,
N-18,,,,,,7,7,7,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY600,7 25,
N-18,,,,,,25,25,25,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD600,25 11,
N-18,,,,,,11,11,11,False,57,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ600,11 57,
N-18,,,,,,56-58,56,58,False,67,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV600,56-58 67,
N-18,,,,,,28,28,28,False,41,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A601,28 41,
N-18,,,,,,41,41,41,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H601,41 37,
N-18,,,,,,37,37,37,False,55,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M601,37 55,
N-18,,,,,,55,55,55,False,71,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T601,55 71,
N-18,,,,,,71,71,71,False,61,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA601,71 61,
N-18,,,,,,61,61,61,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH601,61 6,
N-18,,,,,,6,6,6,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY601,6 13,
N-18,,,,,,13,13,13,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD601,13 10,
N-18,,,,,,10,10,10,False,52,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ601,10 52,
N-18,,,,,,52,52,52,False,55,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP601,52 55,
N-18,,,,,,55,55,55,False,65,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV601,55 65,
N-18,,,,,,27,27,27,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A602,27 36,
N-18,,,,,,36,36,36,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H602,36 36,
N-18,,,,,,36,36,36,False,44,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M602,36 44,
N-18,,,,,,44,44,44,False,70,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T602,44 70,
N-18,,,,,,70,70,70,False,58,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA602,70 58,
N-18,,,,,,58,58,58,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH602,58 5,
N-18,,,,,,5,5,5,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY602,5 12,
N-18,,,,,,12,12,12,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD602,12 9,
N-18,,,,,,9,9,9,False,46,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ602,9 46,
N-18,,,,,,46,46,46,False,54,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP602,46 54,
N-18,,,,,,54,54,54,False,63,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV602,54 63,
N-18,,,,,,26,26,26,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A603,26 27,
N-18,,,,,,27,27,27,False,35,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H603,27 35,
N-18,,,,,,35,35,35,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M603,35 36,
N-18,,,,,,36,36,36,False,69,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T603,36 69,
N-18,,,,,,69,69,69,False,56,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA603,69 56,
N-18,,,,,,56,56,56,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH603,56 4,
N-18,,,,,,4,4,4,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY603,4 2,
N-18,,,,,,2,2,2,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD603,2 8,
N-18,,,,,,8,8,8,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ603,8 37,
N-18,,,,,,37,37,37,False,53,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP603,37 53,
N-18,,,,,,53,53,53,False,62,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV603,53 62,
N-18,,,,,,25,25,25,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A604,25 17,
N-18,,,,,,17,17,17,False,34,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H604,17 34,
N-18,,,,,,34,34,34,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M604,34 25,
N-18,,,,,,25,25,25,False,68,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T604,25 68,
N-18,,,,,,68,68,68,False,54,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA604,68 54,
N-18,,,,,,0-3,0,3,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BY604,0-3 1,
N-18,,,,,,1,1,1,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CD604,1 7,
N-18,,,,,,7,7,7,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ604,7 29,
N-18,,,,,,29,29,29,False,52,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP604,29 52,
N-18,,,,,,52,52,52,False,59,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV604,52 59,
N-18,,,,,,24,24,24,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A605,24 14,
N-18,,,,,,14,14,14,False,33,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H605,14 33,
N-18,,,,,,33,33,33,False,17,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M605,33 17,
N-18,,,,,,17,17,17,False,67,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T605,17 67,
N-18,,,,,,67,67,67,False,52,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA605,67 52,
N-18,,,,,,52,52,52,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH605,52 6,
N-18,,,,,,6,6,6,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ605,6 13,
N-18,,,,,,13,13,13,False,51,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP605,13 51,
N-18,,,,,,51,51,51,False,55,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV605,51 55,
N-18,,,,,,23,23,23,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A606,23 11,
N-18,,,,,,11,11,11,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H606,11 32,
N-18,,,,,,32,32,32,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M606,32 11,
N-18,,,,,,11,11,11,False,66,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T606,11 66,
N-18,,,,,,66,66,66,False,48,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA606,66 48,
N-18,,,,,,48,48,48,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH606,48 5,
N-18,,,,,,5,5,5,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ606,5 8,
N-18,,,,,,8,8,8,False,50,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP606,8 50,
N-18,,,,,,50,50,50,False,50,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV606,50 50,
N-18,,,,,,22,22,22,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A607,22 8,
N-18,,,,,,8,8,8,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H607,8 31,
N-18,,,,,,31,31,31,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M607,31 9,
N-18,,,,,,9,9,9,False,65,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T607,9 65,
N-18,,,,,,65,65,65,False,43,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA607,65 43,
N-18,,,,,,43,43,43,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH607,43 4,
N-18,,,,,,4,4,4,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ607,4 3,
N-18,,,,,,3,3,3,False,49,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP607,3 49,
N-18,,,,,,49,49,49,False,48,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV607,49 48,
N-18,,,,,,20-21,20,21,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A608,20-21 7,
N-18,,,,,,7,7,7,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H608,7 30,
N-18,,,,,,30,30,30,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M608,30 6,
N-18,,,,,,6,6,6,False,64,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T608,6 64,
N-18,,,,,,64,64,64,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA608,64 38,
N-18,,,,,,0-3,0,3,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CJ608,0-3 1,
N-18,,,,,,1,1,1,False,48,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CP608,1 48,
N-18,,,,,,48,48,48,False,47,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV608,48 47,
N-18,,,,,,19,19,19,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A609,19 6,
N-18,,,,,,28-29,28,29,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M609,28-29 5,
N-18,,,,,,5,5,5,False,63,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T609,5 63,
N-18,,,,,,63,63,63,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA609,63 36,
N-18,,,,,,36,36,36,False,47,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH609,36 47,
N-18,,,,,,47,47,47,False,41,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV609,47 41,
N-18,,,,,,18,18,18,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A610,18 3,
N-18,,,,,,26-27,26,27,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M610,26-27 3,
N-18,,,,,,3,3,3,False,62,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T610,3 62,
N-18,,,,,,62,62,62,False,33,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA610,62 33,
N-18,,,,,,33,33,33,False,46,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH610,33 46,
N-18,,,,,,46,46,46,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV610,46 36,
N-18,,,,,,16-17,16,17,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A611,16-17 2,
N-18,,,,,,2,2,2,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H611,2 25,
N-18,,,,,,25,25,25,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M611,25 2,
N-18,,,,,,2,2,2,False,61,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T611,2 61,
N-18,,,,,,61,61,61,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA611,61 30,
N-18,,,,,,30,30,30,False,45,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH611,30 45,
N-18,,,,,,45,45,45,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV611,45 29,
N-18,,,,,,0-15,0,15,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A612,0-15 1,
N-18,,,,,,0-24,0,24,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M612,0-24 1,
N-18,,,,,,1,1,1,False,60,PENDIENTE_REVISION_VISUAL,0.55,Table 1,T612,1 60,
N-18,,,,,,60,60,60,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA612,60 27,
N-18,,,,,,27,27,27,False,44,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH612,27 44,
N-18,,,,,,44,44,44,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV612,44 25,
N-18,,,,,,59,59,59,False,22,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA613,59 22,
N-18,,,,,,43,43,43,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV614,43 18,
N-18,,,,,,58,58,58,False,21,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA615,58 21,
N-18,,,,,,41-42,41,42,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV615,41-42 16,
N-18,,,,,,57,57,57,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA616,57 18,
N-18,,,,,,18,18,18,False,40,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH616,18 40,
N-18,,,,,,40,40,40,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV616,40 12,
N-18,,,,,,56,56,56,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA617,56 15,
N-18,,,,,,39,39,39,False,10,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV618,39 10,
N-18,,,,,,55,55,55,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA619,55 12,
N-18,,,,,,12,12,12,False,38,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH619,12 38,
N-18,,,,,,38,38,38,False,7,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV619,38 7,
N-18,,,,,,54,54,54,False,9,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA620,54 9,
N-18,,,,,,37,37,37,False,6,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV621,37 6,
N-18,,,,,,53,53,53,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA622,53 8,
N-18,,,,,,8,8,8,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AH622,8 36,
N-18,,,,,,36,36,36,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV622,36 4,
N-18,,,,,,52,52,52,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA623,52 5,
N-18,,,,,,34-35,34,35,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV624,34-35 3,
N-18,,,,,,44-51,44,51,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA625,44-51 2,
N-18,,,,,,31-33,31,33,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV625,31-33 2,
N-18,,,,,,0-43,0,43,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AA626,0-43 1,
N-18,,,,,,0-30,0,30,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,CV627,0-30 1,
N-33,,,,,,36,36,36,False,49,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A632,36 49,
N-33,,,,,,49,49,49,False,24,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H632,49 24,
N-33,,,,,,24,24,24,False,42,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M632,24 42,
N-33,,,,,,42,42,42,False,28,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S632,42 28,
N-33,,,,,,28,28,28,False,57,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z632,28 57,
N-33,,,,,,57,57,57,False,34,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AF632,57 34,
N-33,,,,,,34,34,34,False,91,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL632,34 91,
N-33,,,,,,91,91,91,False,20,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ632,91 20,
N-33,,,,,,20,20,20,False,99,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX632,20 99,
N-33,,,,,,27+,27,,True,91,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ632,27+ 91,
N-33,,,,,,167+,167,,True,99,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BV632,167+ 99,
N-33,,,,,,35,35,35,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A633,35 30,
N-33,,,,,,30,30,30,False,23,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H633,30 23,
N-33,,,,,,23,23,23,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M633,23 26,
N-33,,,,,,26,26,26,False,27,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S633,26 27,
N-33,,,,,,27,27,27,False,41,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z633,27 41,
N-33,,,,,,41,41,41,False,33,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AF633,41 33,
N-33,,,,,,33,33,33,False,77,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL633,33 77,
N-33,,,,,,77,77,77,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ633,77 19,
N-33,,,,,,19,19,19,False,92,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX633,19 92,
N-33,,,,,,92,92,92,False,26,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD633,92 26,
N-33,,,,,,26,26,26,False,89,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ633,26 89,
N-33,,,,,,32,32,32,False,5,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A635,32 5,
N-33,,,,,,5,5,5,False,20,PENDIENTE_REVISION_VISUAL,0.55,Table 1,H635,5 20,
N-33,,,,,,20,20,20,False,4,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M635,20 4,
N-33,,,,,,4,4,4,False,24,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S635,4 24,
N-33,,,,,,24,24,24,False,8,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z635,24 8,
N-33,,,,,,8,8,8,False,30,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AF635,8 30,
N-33,,,,,,30,30,30,False,47,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL635,30 47,
N-33,,,,,,47,47,47,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ635,47 16,
N-33,,,,,,16,16,16,False,70,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX635,16 70,
N-33,,,,,,70,70,70,False,23,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD635,70 23,
N-33,,,,,,23,23,23,False,66,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ635,23 66,
N-33,,,,,,30-31,30,31,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A636,30-31 2,
N-33,,,,,,18-19,18,19,False,2,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M636,18-19 2,
N-33,,,,,,2,2,2,False,23,PENDIENTE_REVISION_VISUAL,0.55,Table 1,S636,2 23,
N-33,,,,,,23,23,23,False,3,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z636,23 3,
N-33,,,,,,3,3,3,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AF636,3 29,
N-33,,,,,,29,29,29,False,41,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL636,29 41,
N-33,,,,,,41,41,41,False,15,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ636,41 15,
N-33,,,,,,15,15,15,False,63,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX636,15 63,
N-33,,,,,,63,63,63,False,22,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD636,63 22,
N-33,,,,,,22,22,22,False,57,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ636,22 57,
N-33,,,,,,0-29,0,29,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,A637,0-29 1,
N-33,,,,,,0-17,0,17,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,M637,0-17 1,
N-33,,,,,,0-22,0,22,False,1,PENDIENTE_REVISION_VISUAL,0.55,Table 1,Z637,0-22 1,
N-33,,,,,,1,1,1,False,28,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AF637,1 28,
N-33,,,,,,28,28,28,False,34,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL637,28 34,
N-33,,,,,,34,34,34,False,14,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ637,34 14,
N-33,,,,,,14,14,14,False,52,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX637,14 52,
N-33,,,,,,52,52,52,False,21,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD637,52 21,
N-33,,,,,,21,21,21,False,46,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ637,21 46,
N-33,,,,,,160-161,160,161,False,83,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BV637,160-161 83,
N-33,,,,,,27,27,27,False,29,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL638,27 29,
N-33,,,,,,29,29,29,False,13,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ638,29 13,
N-33,,,,,,13,13,13,False,40,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX638,13 40,
N-33,,,,,,40,40,40,False,20,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD638,40 20,
N-33,,,,,,20,20,20,False,37,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ638,20 37,
N-33,,,,,,159,159,159,False,78,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BV638,159 78,
N-33,,,,,,26,26,26,False,23,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL639,26 23,
N-33,,,,,,23,23,23,False,12,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ639,23 12,
N-33,,,,,,12,12,12,False,36,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX639,12 36,
N-33,,,,,,36,36,36,False,19,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD639,36 19,
N-33,,,,,,19,19,19,False,32,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ639,19 32,
N-33,,,,,,158,158,158,False,74,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BV639,158 74,
N-33,,,,,,25,25,25,False,16,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AL640,25 16,
N-33,,,,,,16,16,16,False,11,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AQ640,16 11,
N-33,,,,,,11,11,11,False,31,PENDIENTE_REVISION_VISUAL,0.55,Table 1,AX640,11 31,
N-33,,,,,,31,31,31,False,18,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BD640,31 18,
N-33,,,,,,18,18,18,False,25,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BJ640,18 25,
N-33,,,,,,157,157,157,False,73,PENDIENTE_REVISION_VISUAL,0.55,Table 1,BV640,157 73,
